r (Angstrom),"g(r) O-Cl-, Glycine (G)","g(r) O-OE1, Glycine (G)","g(r) O-Cl-, Serine (S)","g(r) O-OE1, Serine (S)","g(r) O-Cl-, Arginine (R)","g(r) O-OE1, Arginine (R)","g(r) O-Cl-, Lysine (K)","g(r) O-OE1, Lysine (K)","g(r) O-Cl-, Aspartic acid (D)","g(r) O-OE1, Aspartic acid (D)","g(r) O-Cl-, Glutamine (Q)","g(r) O-OE1, Glutamine (Q)","g(r) O-Cl-, Tyrosine (Y)","g(r) O-OE1, Tyrosine (Y)","g(r) O-Cl-, Phenylalanine (F)","g(r) O-OE1, Phenylalanine (F)"
18.100000000000005,1.011819574057629,1.011812556766168,1.0048194099742214,1.0041971200383966,1.005576736759455,1.0250057372630943,1.0216872860087731,1.0094418824047826,1.0120265900269318,0.9879102826351175,1.0109943865352813,1.0032927831034075,1.0064859758457354,1.008146431564147,1.0074850995554836,1.0084029265506822
18.300000000000004,1.0137910818733542,1.0079676313688257,1.0020367175314653,1.0115547234282865,1.014833596538956,1.0243964209380212,1.0068948992698343,1.0166491584779398,1.009235126363202,0.9802032700763693,1.0089005823257633,1.0099384007629442,0.9991744802244042,1.0036295005231173,1.009366775992925,1.0130068882371053
18.500000000000004,1.0032389610208965,1.005764416080979,1.0059189158550543,1.0074857963092696,1.005604530724797,1.0215182931692823,1.0189943970860582,1.0165681770897925,1.007242066324208,0.9974155370133595,0.9958525077952144,1.0098794961511337,1.0093117668415335,1.0154008375465797,1.0085503103367688,1.0054204429878986
18.700000000000006,1.0030895450807185,1.005356764709865,0.9946662060794539,1.0037461315445835,0.9959307587313538,1.0211012023352999,1.013297033873324,1.0083501573851539,1.0092971493325615,1.0048130455613524,1.0010222817162029,1.0138012940816665,0.9950826118759843,1.0106240816300383,1.0021576567494763,1.0155136936855336
18.900000000000006,1.008688406478667,1.0115339453393877,1.0009709858177611,1.0120020797437377,1.0020855261670425,1.0211869236237803,0.9991289969193693,0.9984924854826067,1.0103755071914966,0.9890906402298911,1.0154406804138638,1.006500423810558,1.0081222350314718,1.0185103617907456,1.0022675606077343,1.0129892593711143
19.100000000000005,1.007408484505179,1.0143322165988395,1.0020164407526169,1.0158148339822692,0.9992875183103793,1.0112991456825051,1.013552397947708,1.002628874740956,0.9995702936468351,0.9947276437255965,0.9993738621712395,1.0010237018380495,1.0050303131890934,1.0228293838177875,1.0078620430672593,1.0108140524283895
19.300000000000004,0.9988589990166119,1.0065037310551916,0.9973156923478657,1.0075676895010384,1.001158779913258,1.0166542388302542,1.010094943002797,1.0048758472593302,1.0118829233778586,0.9983626029083768,1.0081600891600084,1.0107280379357027,1.0070023388154095,1.006287981417117,1.0037158008895126,1.018449823933334
19.500000000000004,0.9969119294143726,1.0137858095662746,1.0087562469653173,1.0059232016851376,1.0033957289065676,1.0176146490275357,1.0166587713838426,1.0164323408479101,1.017413924891895,1.0022046315074358,0.9998533089336419,1.0087740961590108,1.0134322589536442,1.0186275809311922,1.0209017550814181,1.0097129792797672
19.700000000000006,1.0058552736932582,1.0100400157002674,1.0038562084833587,1.0065004699853224,0.9995432154523909,1.0176223746356419,1.0137874431321001,1.0094431889325037,1.006230559951504,0.9945270480596625,1.0092862565165803,1.017721262572695,0.9925083316675952,1.005458765588452,1.0127217811647116,1.009492999430006
19.900000000000006,1.0003693873207253,1.0236246650563594,1.0047449041926941,1.011321995197722,1.0072177325237157,1.0228657875391198,1.003800812439809,0.9994793831745269,1.0031403894237203,1.0039504333850466,1.0010086531580127,1.0062615970540045,1.0069251798871701,1.016964616994315,1.0076076694488911,1.0061831451051269
20.100000000000005,0.9937532179696887,1.0108126893377212,0.9999666466595695,1.0003444649601057,1.0027976655242519,1.0086048741966405,1.0044297027192437,0.996578367289625,1.0112090965791611,0.9993934665214841,1.0035347799109264,1.016042978312766,1.0085626387065583,1.0192752263589835,1.0132993272257576,1.009691789581482
