615	0.0861	0.333	0.713	0.815	0.0809	0.369	0.262	0.393	0	0	0.0182	0.0208	0.477	1.27	1.29	0.141
712	0.0129	0.0895	0.344	0.304	0	0.0408	0	0.000904	0	0	0	0	0.174	0.559	0.576	0.0148
825	0	0.0121	0.133	0.0751	0	0	0	0	0	0	0	0	0.0429	0.177	0.185	0
955	0	0	0.0345	0.00796	0	0	0	0	0	0	0	0	0.00483	0.0281	0.0301	0
1110	0	0	0.00438	0	0	0	0	0	0	0	0	0	0	0	0	0
1280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
